President,Year,Month,Day,Meeting Text,URL,Index,NARA Catalog,Locations,People,Notes,Diary Type,Image File Format,Machine Readable Text,Number of Pages
Gerald R. Ford,1976,11,2,,https://catalog.archives.gov/id/4685480,https://catalog.archives.gov/id/640073,4685480,,,,,,,
Gerald R. Ford,1976,11,3,,https://catalog.archives.gov/id/4685481,https://catalog.archives.gov/id/640073,4685481,,,,,,,
Gerald R. Ford,1976,11,4,,https://catalog.archives.gov/id/4685482,https://catalog.archives.gov/id/640073,4685482,,,,,,,
Gerald R. Ford,1976,11,5,,https://catalog.archives.gov/id/4685483,https://catalog.archives.gov/id/640073,4685483,,,,,,,
Gerald R. Ford,1976,11,6,,https://catalog.archives.gov/id/4685484,https://catalog.archives.gov/id/640073,4685484,,,,,,,
Gerald R. Ford,1976,11,7,,https://catalog.archives.gov/id/4685485,https://catalog.archives.gov/id/640073,4685485,,,,,,,
Gerald R. Ford,1976,11,8,,https://catalog.archives.gov/id/4685486,https://catalog.archives.gov/id/640073,4685486,,,,,,,
Gerald R. Ford,1976,11,9,,https://catalog.archives.gov/id/4685487,https://catalog.archives.gov/id/640073,4685487,,,,,,,
Gerald R. Ford,1976,11,10,,https://catalog.archives.gov/id/4685488,https://catalog.archives.gov/id/640073,4685488,,,,,,,
Gerald R. Ford,1976,11,11,,https://catalog.archives.gov/id/4685489,https://catalog.archives.gov/id/640073,4685489,,,,,,,
Gerald R. Ford,1976,11,12,,https://catalog.archives.gov/id/4685490,https://catalog.archives.gov/id/640073,4685490,,,,,,,
Gerald R. Ford,1976,11,13,,https://catalog.archives.gov/id/4685491,https://catalog.archives.gov/id/640073,4685491,,,,,,,
Gerald R. Ford,1976,11,14,,https://catalog.archives.gov/id/4685492,https://catalog.archives.gov/id/640073,4685492,,,,,,,
Gerald R. Ford,1976,11,15,,https://catalog.archives.gov/id/4685493,https://catalog.archives.gov/id/640073,4685493,,,,,,,
Gerald R. Ford,1976,11,16,,https://catalog.archives.gov/id/4685494,https://catalog.archives.gov/id/640073,4685494,,,,,,,
Gerald R. Ford,1976,11,17,,https://catalog.archives.gov/id/4685495,https://catalog.archives.gov/id/640073,4685495,,,,,,,
Gerald R. Ford,1976,11,18,,https://catalog.archives.gov/id/4685496,https://catalog.archives.gov/id/640073,4685496,,,,,,,
Gerald R. Ford,1976,11,19,,https://catalog.archives.gov/id/4685497,https://catalog.archives.gov/id/640073,4685497,,,,,,,
Gerald R. Ford,1976,11,20,,https://catalog.archives.gov/id/4685498,https://catalog.archives.gov/id/640073,4685498,,,,,,,
Gerald R. Ford,1976,11,21,,https://catalog.archives.gov/id/4685499,https://catalog.archives.gov/id/640073,4685499,,,,,,,
Gerald R. Ford,1976,11,22,,https://catalog.archives.gov/id/4685500,https://catalog.archives.gov/id/640073,4685500,,,,,,,
Gerald R. Ford,1976,11,23,,https://catalog.archives.gov/id/4685501,https://catalog.archives.gov/id/640073,4685501,,,,,,,
Gerald R. Ford,1976,11,24,,https://catalog.archives.gov/id/4685502,https://catalog.archives.gov/id/640073,4685502,,,,,,,
Gerald R. Ford,1976,11,25,,https://catalog.archives.gov/id/4685503,https://catalog.archives.gov/id/640073,4685503,,,,,,,
Gerald R. Ford,1976,11,26,,https://catalog.archives.gov/id/4685504,https://catalog.archives.gov/id/640073,4685504,,,,,,,
Gerald R. Ford,1976,11,27,,https://catalog.archives.gov/id/4685505,https://catalog.archives.gov/id/640073,4685505,,,,,,,
Gerald R. Ford,1976,11,28,,https://catalog.archives.gov/id/4685506,https://catalog.archives.gov/id/640073,4685506,,,,,,,
Gerald R. Ford,1976,11,29,,https://catalog.archives.gov/id/4685507,https://catalog.archives.gov/id/640073,4685507,,,,,,,
Gerald R. Ford,1976,11,30,,https://catalog.archives.gov/id/4685508,https://catalog.archives.gov/id/640073,4685508,,,,,,,
Gerald R. Ford,1976,12,1,,https://catalog.archives.gov/id/4685509,https://catalog.archives.gov/id/640073,4685509,,,,,,,
Gerald R. Ford,1976,12,2,,https://catalog.archives.gov/id/4685510,https://catalog.archives.gov/id/640073,4685510,,,,,,,
Gerald R. Ford,1976,12,3,,https://catalog.archives.gov/id/4685511,https://catalog.archives.gov/id/640073,4685511,,,,,,,
Gerald R. Ford,1976,12,4,,https://catalog.archives.gov/id/4685512,https://catalog.archives.gov/id/640073,4685512,,,,,,,
Gerald R. Ford,1976,12,5,,https://catalog.archives.gov/id/4685513,https://catalog.archives.gov/id/640073,4685513,,,,,,,
Gerald R. Ford,1976,12,6,,https://catalog.archives.gov/id/4685514,https://catalog.archives.gov/id/640073,4685514,,,,,,,
Gerald R. Ford,1976,12,7,,https://catalog.archives.gov/id/4685515,https://catalog.archives.gov/id/640073,4685515,,,,,,,
Gerald R. Ford,1976,12,8,,https://catalog.archives.gov/id/4685516,https://catalog.archives.gov/id/640073,4685516,,,,,,,
Gerald R. Ford,1976,12,9,,https://catalog.archives.gov/id/4685517,https://catalog.archives.gov/id/640073,4685517,,,,,,,
Gerald R. Ford,1976,12,10,,https://catalog.archives.gov/id/4685518,https://catalog.archives.gov/id/640073,4685518,,,,,,,
Gerald R. Ford,1976,12,11,,https://catalog.archives.gov/id/4685519,https://catalog.archives.gov/id/640073,4685519,,,,,,,
Gerald R. Ford,1976,12,12,,https://catalog.archives.gov/id/4685520,https://catalog.archives.gov/id/640073,4685520,,,,,,,
Gerald R. Ford,1976,12,13,,https://catalog.archives.gov/id/4685521,https://catalog.archives.gov/id/640073,4685521,,,,,,,
Gerald R. Ford,1976,12,14,,https://catalog.archives.gov/id/4685522,https://catalog.archives.gov/id/640073,4685522,,,,,,,
Gerald R. Ford,1976,12,15,,https://catalog.archives.gov/id/4685523,https://catalog.archives.gov/id/640073,4685523,,,,,,,
Gerald R. Ford,1976,12,16,,https://catalog.archives.gov/id/4685524,https://catalog.archives.gov/id/640073,4685524,,,,,,,
Gerald R. Ford,1976,12,17,,https://catalog.archives.gov/id/4685525,https://catalog.archives.gov/id/640073,4685525,,,,,,,
Gerald R. Ford,1976,12,18,,https://catalog.archives.gov/id/4685526,https://catalog.archives.gov/id/640073,4685526,,,,,,,
Gerald R. Ford,1976,12,19,,https://catalog.archives.gov/id/4685527,https://catalog.archives.gov/id/640073,4685527,,,,,,,
Gerald R. Ford,1976,12,20,,https://catalog.archives.gov/id/4685528,https://catalog.archives.gov/id/640073,4685528,,,,,,,
Gerald R. Ford,1976,12,21,,https://catalog.archives.gov/id/4685529,https://catalog.archives.gov/id/640073,4685529,,,,,,,
Gerald R. Ford,1976,12,22,,https://catalog.archives.gov/id/4685530,https://catalog.archives.gov/id/640073,4685530,,,,,,,
Gerald R. Ford,1976,12,23,,https://catalog.archives.gov/id/4685531,https://catalog.archives.gov/id/640073,4685531,,,,,,,
Gerald R. Ford,1976,12,24,,https://catalog.archives.gov/id/4685532,https://catalog.archives.gov/id/640073,4685532,,,,,,,
Gerald R. Ford,1976,12,25,,https://catalog.archives.gov/id/4685533,https://catalog.archives.gov/id/640073,4685533,,,,,,,
Gerald R. Ford,1976,12,26,,https://catalog.archives.gov/id/4685534,https://catalog.archives.gov/id/640073,4685534,,,,,,,
Gerald R. Ford,1976,12,27,,https://catalog.archives.gov/id/4685535,https://catalog.archives.gov/id/640073,4685535,,,,,,,
Gerald R. Ford,1976,12,28,,https://catalog.archives.gov/id/4685536,https://catalog.archives.gov/id/640073,4685536,,,,,,,
Gerald R. Ford,1976,12,29,,https://catalog.archives.gov/id/4685537,https://catalog.archives.gov/id/640073,4685537,,,,,,,
Gerald R. Ford,1976,12,30,,https://catalog.archives.gov/id/4685538,https://catalog.archives.gov/id/640073,4685538,,,,,,,
Gerald R. Ford,1976,12,31,,https://catalog.archives.gov/id/4685539,https://catalog.archives.gov/id/640073,4685539,,,,,,,
Gerald R. Ford,1977,1,1,,https://catalog.archives.gov/id/4685540,https://catalog.archives.gov/id/640073,4685540,,,,,,,
Gerald R. Ford,1977,1,2,,https://catalog.archives.gov/id/4685541,https://catalog.archives.gov/id/640073,4685541,,,,,,,
Gerald R. Ford,1977,1,3,,https://catalog.archives.gov/id/4685542,https://catalog.archives.gov/id/640073,4685542,,,,,,,
Gerald R. Ford,1977,1,4,,https://catalog.archives.gov/id/4685543,https://catalog.archives.gov/id/640073,4685543,,,,,,,
Gerald R. Ford,1977,1,5,,https://catalog.archives.gov/id/4685544,https://catalog.archives.gov/id/640073,4685544,,,,,,,
Gerald R. Ford,1977,1,6,,https://catalog.archives.gov/id/4685545,https://catalog.archives.gov/id/640073,4685545,,,,,,,
Gerald R. Ford,1977,1,7,,https://catalog.archives.gov/id/4685546,https://catalog.archives.gov/id/640073,4685546,,,,,,,
Gerald R. Ford,1977,1,8,,https://catalog.archives.gov/id/4685547,https://catalog.archives.gov/id/640073,4685547,,,,,,,
Gerald R. Ford,1977,1,9,,https://catalog.archives.gov/id/4685548,https://catalog.archives.gov/id/640073,4685548,,,,,,,
Gerald R. Ford,1977,1,10,,https://catalog.archives.gov/id/4685549,https://catalog.archives.gov/id/640073,4685549,,,,,,,
Gerald R. Ford,1977,1,11,,https://catalog.archives.gov/id/4685550,https://catalog.archives.gov/id/640073,4685550,,,,,,,
Gerald R. Ford,1977,1,12,,https://catalog.archives.gov/id/4685551,https://catalog.archives.gov/id/640073,4685551,,,,,,,
Gerald R. Ford,1977,1,13,,https://catalog.archives.gov/id/4685552,https://catalog.archives.gov/id/640073,4685552,,,,,,,
Gerald R. Ford,1977,1,14,,https://catalog.archives.gov/id/4685553,https://catalog.archives.gov/id/640073,4685553,,,,,,,
Gerald R. Ford,1977,1,15,,https://catalog.archives.gov/id/4685554,https://catalog.archives.gov/id/640073,4685554,,,,,,,
Gerald R. Ford,1977,1,16,,https://catalog.archives.gov/id/4685555,https://catalog.archives.gov/id/640073,4685555,,,,,,,
Gerald R. Ford,1977,1,17,,https://catalog.archives.gov/id/4685556,https://catalog.archives.gov/id/640073,4685556,,,,,,,
Gerald R. Ford,1977,1,18,,https://catalog.archives.gov/id/4685557,https://catalog.archives.gov/id/640073,4685557,,,,,,,
Gerald R. Ford,1977,1,19,,https://catalog.archives.gov/id/4685558,https://catalog.archives.gov/id/640073,4685558,,,,,,,
Gerald R. Ford,1977,1,20,,https://catalog.archives.gov/id/4685559,https://catalog.archives.gov/id/640073,4685559,,,,,,,
Lyndon B. Johnson,1963,11,22,,https://catalog.archives.gov/id/192430,https://catalog.archives.gov/id/1152,192430,,,,,,,
Lyndon B. Johnson,1963,11,23,,https://catalog.archives.gov/id/192431,https://catalog.archives.gov/id/1152,192431,,,,,,,
Lyndon B. Johnson,1963,11,24,,https://catalog.archives.gov/id/192432,https://catalog.archives.gov/id/1152,192432,,,,,,,
Lyndon B. Johnson,1963,11,25,,https://catalog.archives.gov/id/192433,https://catalog.archives.gov/id/1152,192433,,,,,,,
Lyndon B. Johnson,1963,11,26,,https://catalog.archives.gov/id/192434,https://catalog.archives.gov/id/1152,192434,,,,,,,
Lyndon B. Johnson,1963,11,27,,https://catalog.archives.gov/id/192435,https://catalog.archives.gov/id/1152,192435,,,,,,,
Lyndon B. Johnson,1963,11,28,,https://catalog.archives.gov/id/192436,https://catalog.archives.gov/id/1152,192436,,,,,,,
Lyndon B. Johnson,1963,11,29,,https://catalog.archives.gov/id/192437,https://catalog.archives.gov/id/1152,192437,,,,,,,
Lyndon B. Johnson,1963,11,30,,https://catalog.archives.gov/id/192438,https://catalog.archives.gov/id/1152,192438,,,,,,,
Lyndon B. Johnson,1964,5,22,,https://catalog.archives.gov/id/192439,https://catalog.archives.gov/id/1152,192439,,,,,,,
Lyndon B. Johnson,1964,6,23,,https://catalog.archives.gov/id/192440,https://catalog.archives.gov/id/1152,192440,,,,,,,
Lyndon B. Johnson,1964,6,24,,https://catalog.archives.gov/id/192441,https://catalog.archives.gov/id/1152,192441,,,,,,,
Lyndon B. Johnson,1964,6,25,,https://catalog.archives.gov/id/192442,https://catalog.archives.gov/id/1152,192442,,,,,,,
Lyndon B. Johnson,1964,7,2,,https://catalog.archives.gov/id/192443,https://catalog.archives.gov/id/1152,192443,,,,,,,
Lyndon B. Johnson,1964,8,2,,https://catalog.archives.gov/id/192444,https://catalog.archives.gov/id/1152,192444,,,,,,,
Lyndon B. Johnson,1964,8,3,,https://catalog.archives.gov/id/192445,https://catalog.archives.gov/id/1152,192445,,,,,,,
Lyndon B. Johnson,1964,8,4,,https://catalog.archives.gov/id/192446,https://catalog.archives.gov/id/1152,192446,,,,,,,
Lyndon B. Johnson,1964,11,3,,https://catalog.archives.gov/id/192447,https://catalog.archives.gov/id/1152,192447,,,,,,,
Lyndon B. Johnson,1964,11,4,,https://catalog.archives.gov/id/192448,https://catalog.archives.gov/id/1152,192448,,,,,,,
Lyndon B. Johnson,1965,1,20,,https://catalog.archives.gov/id/192449,https://catalog.archives.gov/id/1152,192449,,,,,,,
Lyndon B. Johnson,1965,3,11,,https://catalog.archives.gov/id/192450,https://catalog.archives.gov/id/1152,192450,,,,,,,
Lyndon B. Johnson,1965,3,12,,https://catalog.archives.gov/id/192451,https://catalog.archives.gov/id/1152,192451,,,,,,,
Lyndon B. Johnson,1965,3,13,,https://catalog.archives.gov/id/192452,https://catalog.archives.gov/id/1152,192452,,,,,,,
Lyndon B. Johnson,1965,3,14,,https://catalog.archives.gov/id/192453,https://catalog.archives.gov/id/1152,192453,,,,,,,
Lyndon B. Johnson,1965,3,15,,https://catalog.archives.gov/id/192454,https://catalog.archives.gov/id/1152,192454,,,,,,,
Lyndon B. Johnson,1965,4,11,,https://catalog.archives.gov/id/192455,https://catalog.archives.gov/id/1152,192455,,,,,,,
Lyndon B. Johnson,1965,7,30,,https://catalog.archives.gov/id/192456,https://catalog.archives.gov/id/1152,192456,,,,,,,
Lyndon B. Johnson,1965,8,6,,https://catalog.archives.gov/id/192457,https://catalog.archives.gov/id/1152,192457,,,,,,,
Lyndon B. Johnson,1965,10,4,,https://catalog.archives.gov/id/192458,https://catalog.archives.gov/id/1152,192458,,,,,,,
Lyndon B. Johnson,1965,10,5,,https://catalog.archives.gov/id/192459,https://catalog.archives.gov/id/1152,192459,,,,,,,
Lyndon B. Johnson,1966,10,26,,https://catalog.archives.gov/id/192460,https://catalog.archives.gov/id/1152,192460,,,,,,,
Lyndon B. Johnson,1966,11,2,,https://catalog.archives.gov/id/192461,https://catalog.archives.gov/id/1152,192461,,,,,,,
Lyndon B. Johnson,1967,4,11,,https://catalog.archives.gov/id/192462,https://catalog.archives.gov/id/1152,192462,,,,,,,
Lyndon B. Johnson,1967,4,12,,https://catalog.archives.gov/id/192463,https://catalog.archives.gov/id/1152,192463,,,,,,,
Lyndon B. Johnson,1967,4,13,,https://catalog.archives.gov/id/192464,https://catalog.archives.gov/id/1152,192464,,,,,,,
Lyndon B. Johnson,1967,4,14,,https://catalog.archives.gov/id/192465,https://catalog.archives.gov/id/1152,192465,,,,,,,
Lyndon B. Johnson,1967,4,24,,https://catalog.archives.gov/id/192466,https://catalog.archives.gov/id/1152,192466,,,,,,,
Lyndon B. Johnson,1967,4,25,,https://catalog.archives.gov/id/192467,https://catalog.archives.gov/id/1152,192467,,,,,,,
Lyndon B. Johnson,1967,4,26,,https://catalog.archives.gov/id/192468,https://catalog.archives.gov/id/1152,192468,,,,,,,
Lyndon B. Johnson,1967,6,23,,https://catalog.archives.gov/id/192469,https://catalog.archives.gov/id/1152,192469,,,,,,,
Lyndon B. Johnson,1967,6,24,,https://catalog.archives.gov/id/192470,https://catalog.archives.gov/id/1152,192470,,,,,,,
Lyndon B. Johnson,1967,6,25,,https://catalog.archives.gov/id/192471,https://catalog.archives.gov/id/1152,192471,,,,,,,
Lyndon B. Johnson,1967,12,23,,https://catalog.archives.gov/id/192472,https://catalog.archives.gov/id/1152,192472,,,,,,,
Lyndon B. Johnson,1968,2,17,,https://catalog.archives.gov/id/192473,https://catalog.archives.gov/id/1152,192473,,,,,,,
Lyndon B. Johnson,1968,2,18,,https://catalog.archives.gov/id/192474,https://catalog.archives.gov/id/1152,192474,,,,,,,
Lyndon B. Johnson,1968,3,31,,https://catalog.archives.gov/id/192475,https://catalog.archives.gov/id/1152,192475,,,,,,,
Lyndon B. Johnson,1968,4,4,,https://catalog.archives.gov/id/192476,https://catalog.archives.gov/id/1152,192476,,,,,,,
Lyndon B. Johnson,1968,4,5,,https://catalog.archives.gov/id/192477,https://catalog.archives.gov/id/1152,192477,,,,,,,
Lyndon B. Johnson,1968,4,6,,https://catalog.archives.gov/id/192478,https://catalog.archives.gov/id/1152,192478,,,,,,,
Lyndon B. Johnson,1968,4,7,,https://catalog.archives.gov/id/192479,https://catalog.archives.gov/id/1152,192479,,,,,,,
Harry S. Truman,1947,1,6,"Arose at 5:45 A.M.[,] read the papers and at 7:10 walked to the station to meet the family. Took 35 minutes. It was a good walk. Sure is fine to have them back. This great white jail is a hell of a place in which to be alone. While I work from early morning until late at night, it is a ghostly place. The floors pop and crack all night long. Anyone with imagination can see old Jim Buchanan walking up and down worrying about conditions not of his making. Then there's Van Buren who inherited a terrible mess from his predecessor as did poor old James Madison. Of course Andrew Johnson was the worst mistreated of any of them. But they all walk up and down the halls of this place and moan about what they should have done and didn't. So-you see. I've only named a few. The ones who had Boswells and New England historians are too busy trying to control heaven and hell to come back here. So the tortured souls who were and are misrepresented in history are the ones who come back. It's a hell of a place.
Read my annual message. It was good if I do say it myself. Outlines by me to begin with, the cabinet, the little cabinet, Sam Rosenman, the Chief Justice all added criticisms. Clark Clifford did most of the work. He's a nice boy and will go places.",https://www.trumanlibrary.org/diary/page5.htm,https://www.trumanlibrary.org/diary/index.html,5846968,,,,,,,
Harry S. Truman,1947,1,7,"A terrific day. After the usual go around, discussion of the budget and other things, a swim seemed to be in order.
Mr. Byrnes called at 5 P.M. and said he'd like to see me. He came to the executive office and told me that there had been a leak on his resignation, effective Jan. 10th. I had expected to hold a press conference at 4:00 P.M. Jan. 10th and announce the resignation of Mr[.] Byrnes as Sec[retary] of State. About 5 P.M. Mr. B[yrnes] called me and asked if he could see me. I was getting ready for a swim but of course I see any Cabinet Officer at any time. He came to the exec[utive] office all out of breath and told me that the N. Y. Times had obtained the information of his resignation and that he was morally certain that the information had leaked at the White House. Well only my Secretarial Staff knew of it-and they had known since April 19, 1946! Mr. Byrnes finally got round to suggesting that the release should be made at once. Well I called in Charlie Ross and Bill Hassett and we cooked up the release and it was made.
I had indicated to Gen[eral] Marshall that the release would not be made until Jan[.] 10th. But Gen[eral] Marshall is a real man and I'm sure he'll understand just as I do. Byrnes was very happy at the Diplomatic Reception at 9 P.M. although he was late.",https://www.trumanlibrary.org/diary/page6.htm,https://www.trumanlibrary.org/diary/index.html,5847522,,,,,,,
Harry S. Truman,1947,1,8,"The papers this morning are full of Marshall's appointment and Mr. B[yrne]'s resignation. I am very sorry Mr. Byrnes decided to quit. I'm sure he'll regret it-and I know I do. He is a good negotiator-a very good one. But of course I don't want to be the cause of his death and his Dr. told him in March 1946 that he must slow down. So much for that.
The Senate took Marshall lock, stock and barrell [sic]. Confirmed him by unanimous consent and did not even refer his nomination to a committee. A grand start for him.
I am very happy over that proceedure [sic]. Marshall is, I think[,] the greatest man of the World War II. He managed to get along with Roosevelt, the Congress, Churchill, the Navy and the Joint Chief of Staff and he made a grand record in China.
When I asked him to take the extrovert Pat Hurley[']s place as my special envoy to China, he merely said ""Yes, Mr. President I'll go."" No argument only patriotic action. And if any man was entitled to balk and ask for a rest, he was. We'll have a real State Dep[artmen]t now.",https://www.trumanlibrary.org/diary/page7.htm,https://www.trumanlibrary.org/diary/index.html,5847746,,,,,,,
